sequence,target
36 23 9 37 7704 39 1 1 1 1 1 1 1 1 1,8
36 23 29 4 151 230 10 208 1 1 1 1 1 1 1,6
14 15 23 48 661 29 10 5 122 1 1 1 1 1 1,6
36 23 347 1672 156 805 967 119 1 1 1 1 1 1 1,3
40 23 85 121 4 793 1 1 1 1 1 1 1 1 1,4
14 15 29 4 96 45 10 185 1 1 1 1 1 1 1,5
77 349 28 79 7 23 9 37 4 13621 742 490 119 1 1,0
36 23 29 4 83 108 10 76 1 1 1 1 1 1 1,6
7 117 96 189 10 869 35 1 1 1 1 1 1 1 1,5
36 23 369 121 117 141 1659 1 1 1 1 1 1 1 1,0
7 8 48 2531 81 10 154 1 1 1 1 1 1 1 1,1
74 4 92 93 13622 34 1 1 1 1 1 1 1 1 1,6
36 23 1895 10 874 1 1 1 1 1 1 1 1 1 1,6
40 23 1326 223 85 121 1 1 1 1 1 1 1 1 1,5
36 23 18 327 566 7 1 1 1 1 1 1 1 1 1,5
14 15 85 7 4 166 1 1 1 1 1 1 1 1 1,4
14 15 16 17 4044 1 1 1 1 1 1 1 1 1 1,4
151 13623 10 319 1 1 1 1 1 1 1 1 1 1 1,6
40 23 289 104 95 10 260 261 1 1 1 1 1 1 1,6
58 29 10 18 1 1 1 1 1 1 1 1 1 1 1,9
2 3 10 225 4 5 1 1 1 1 1 1 1 1 1,6
7 8 23 9 4 3506 1 1 1 1 1 1 1 1 1,8
36 23 912 295 9 116 1 1 1 1 1 1 1 1 1,8
14 15 230 29 10 465 1 1 1 1 1 1 1 1 1,6
14 15 98 296 127 128 114 115 1 1 1 1 1 1 1,4
36 23 4539 10 5 1 1 1 1 1 1 1 1 1 1,6
2297 578 7 1 1 1 1 1 1 1 1 1 1 1 1,3
106 1514 4 100 98 1 1 1 1 1 1 1 1 1 1,2
36 23 1175 109 4219 10 1467 1 1 1 1 1 1 1 1,5
7 8 29 4 2512 10 18 1 1 1 1 1 1 1 1,6
29 4 171 56 10 2141 261 1 1 1 1 1 1 1 1,6
4943 29 10 76 1 1 1 1 1 1 1 1 1 1 1,6
58 29 10 4909 858 1 1 1 1 1 1 1 1 1 1,9
701 236 29 10 5 6 1 1 1 1 1 1 1 1 1,6
14 15 98 128 121 13581 13624 1 1 1 1 1 1 1 1,4
77 349 28 79 7 4 813 4 289 104 10 807 35 1 1,6
1203 102 1014 15 60 4660 917 1 1 1 1 1 1 1 1,1
58 29 10 864 1 1 1 1 1 1 1 1 1 1 1,8
40 23 426 9 116 7 1 1 1 1 1 1 1 1 1,6
14 15 33 13625 10 166 1 1 1 1 1 1 1 1 1,6
74 4 151 438 152 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 29 871 10 160 1 1 1,8
6276 178 117 81 1 1 1 1 1 1 1 1 1 1 1,1
439 14 15 9 7 117 4994 1 1 1 1 1 1 1 1,8
36 23 390 140 1626 317 1 1 1 1 1 1 1 1 1,7
36 23 637 678 85 966 114 115 1 1 1 1 1 1 1,4
14 15 100 55 29 10 309 1 1 1 1 1 1 1 1,6
14 15 299 608 7 1 1 1 1 1 1 1 1 1 1,3
77 213 9 7 4 688 119 4 216 217 1 1 1 1 1,8
4561 15 1406 124 68 1 1 1 1 1 1 1 1 1 1,3
40 23 34 1164 327 566 7 1 1 1 1 1 1 1 1,5
869 15 13626 102 4374 1 1 1 1 1 1 1 1 1 1,5
7 23 365 1 1 1 1 1 1 1 1 1 1 1 1,3
34 58 95 742 588 1 1 1 1 1 1 1 1 1 1,9
304 2289 4 18 35 1 1 1 1 1 1 1 1 1 1,0
77 302 7 8 245 74 10 5 35 1 1 1 1 1 1,6
472 132 476 474 132 121 621 1 1 1 1 1 1 1 1,3
36 151 230 10 82 1 1 1 1 1 1 1 1 1 1,6
77 213 7 8 58 95 10 160 35 1 1 1 1 1 1,9
7 8 9 10 5550 1 1 1 1 1 1 1 1 1 1,8
1726 510 153 10 5 1 1 1 1 1 1 1 1 1 1,6
109 117 1677 1 1 1 1 1 1 1 1 1 1 1 1,5
14 15 148 29 10 10 34 1 1 1 1 1 1 1 1,6
14 15 597 7 4 2063 294 1 1 1 1 1 1 1 1,8
36 23 9 116 4 3807 525 10 526 119 1 1 1 1 1,6
7 8 1166 1167 1168 1042 783 633 511 1 1 1 1 1 1,3
152 153 1 1 1 1 1 1 1 1 1 1 1 1 1,6
14 15 83 186 10 309 1 1 1 1 1 1 1 1 1,6
13627 869 13628 1 1 1 1 1 1 1 1 1 1 1 1,0
77 349 28 79 23 9 1 1 1 1 1 1 1 1 1,8
27 28 724 81 10 154 35 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 9 519 10 1836 119 1 1 1 1,8
77 302 7 8 9 7 117 921 382 216 217 384 1 1 1,8
36 23 1487 334 10 260 261 1 1 1 1 1 1 1 1,6
13629 230 10 82 1 1 1 1 1 1 1 1 1 1 1,6
36 23 1326 100 98 85 121 1 1 1 1 1 1 1 1,4
1531 296 2 1 1 1 1 1 1 1 1 1 1 1 1,1
825 148 153 10 76 35 1 1 1 1 1 1 1 1 1,6
148 153 10 1323 1 1 1 1 1 1 1 1 1 1 1,6
7 8 1971 4 1057 108 10 223 1 1 1 1 1 1 1,6
9 7 10 1739 1 1 1 1 1 1 1 1 1 1 1,8
14 15 13630 955 3 10 154 1 1 1 1 1 1 1 1,2
7 208 1 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 9 116 117 13631 1 1 1 1 1 1 1 1 1,8
36 23 3312 327 178 95 1 1 1 1 1 1 1 1 1,5
2808 102 1014 15 391 63 447 60 1482 1 1 1 1 1 1,6
58 29 10 553 554 1 1 1 1 1 1 1 1 1 1,9
109 95 10 1120 261 1 1 1 1 1 1 1 1 1 1,5
36 23 9022 369 121 1 1 1 1 1 1 1 1 1 1,0
77 78 28 79 7 23 27 28 29 4 245 74 10 161 35 ,6
14 15 1597 10 1604 1 1 1 1 1 1 1 1 1 1,7
77 302 7 8 9 117 525 4 384 216 217 1 1 1 1,8
77 302 7 8 2247 37 117 948 435 119 1 1 1 1 1,8
36 23 9 116 117 1140 1 1 1 1 1 1 1 1 1,8
7 8 9 10 960 1 1 1 1 1 1 1 1 1 1,8
77 40 23 85 121 4 34 1 1 1 1 1 1 1 1,7
36 23 161 327 178 95 1 1 1 1 1 1 1 1 1,0
77 349 28 79 7 23 27 28 80 81 4 160 1 1 1,0
77 349 28 79 7 23 280 4 18 1 1 1 1 1 1,0
40 23 155 9 116 7 1 1 1 1 1 1 1 1 1,8
3117 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 9 116 4 1362 1825 119 1 1 1 1 1 1 1,8
77 78 28 79 7 23 58 95 4 3290 1 1 1 1 1,9
77 78 28 79 7 23 9 7 742 1793 351 119 10 752 1,8
14 15 598 1178 115 1 1 1 1 1 1 1 1 1 1,2
29 4 1421 94 10 161 1 1 1 1 1 1 1 1 1,6
77 213 7 8 29 555 4 1320 10 105 35 1 1 1 1,6
178 179 742 171 666 1123 1 1 1 1 1 1 1 1 1,6
36 23 9 116 117 4642 1 1 1 1 1 1 1 1 1,8
36 23 48 2137 117 3196 42 10 43 106 1 1 1 1 1,6
14 15 49 29 10 659 1 1 1 1 1 1 1 1 1,6
14 15 23 48 33 29 10 5 122 1 1 1 1 1 1,6
81 7 10 161 35 1 1 1 1 1 1 1 1 1 1,0
7 2990 27 28 29 245 33 10 34 1 1 1 1 1 1,6
9 519 117 2529 119 4 4509 1 1 1 1 1 1 1 1,8
148 29 10 2426 261 7 1 1 1 1 1 1 1 1 1,6
36 23 151 1273 10 82 1 1 1 1 1 1 1 1 1,6
495 102 13632 8357 5779 582 432 1 1 1 1 1 1 1 1,6
36 23 29 4 83 108 10 142 1 1 1 1 1 1 1,6
148 29 10 43 1 1 1 1 1 1 1 1 1 1 1,6
1203 102 1014 15 60 1937 917 1 1 1 1 1 1 1 1,1
13633 204 13634 7 1 1 1 1 1 1 1 1 1 1 1,0
74 4 263 296 18 13635 1 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 27 28 29 4 4040 74 10 160 35 ,6
7 8 28 316 193 4 1432 10 5 1 1 1 1 1 1,1
106 107 10 48 5 6 1 1 1 1 1 1 1 1 1,6
476 1644 16 10 1150 1 1 1 1 1 1 1 1 1 1,3
36 23 4177 9 116 1 1 1 1 1 1 1 1 1 1,8
7 8 724 280 4 256 1 1 1 1 1 1 1 1 1,7
29 4 11333 11334 33 10 2091 1 1 1 1 1 1 1 1,6
9 7 4 13636 2623 1 1 1 1 1 1 1 1 1 1,8
134 102 1014 15 5322 68 1 1 1 1 1 1 1 1 1,9
7 8 23 9 4 1759 1 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 27 28 29 871 10 420 35 1 1,6
320 117 10226 1459 1669 114 115 1 1 1 1 1 1 1 1,4
14 15 104 29 10 98 1 1 1 1 1 1 1 1 1,6
40 23 74 4 83 108 17 34 1 1 1 1 1 1 1,6
36 23 630 175 117 548 1 1 1 1 1 1 1 1 1,0
14 15 16 10 8671 1 1 1 1 1 1 1 1 1 1,6
29 4 151 230 10 1120 261 1 1 1 1 1 1 1 1,6
36 23 5228 5229 144 10 43 1 1 1 1 1 1 1 1,6
13380 95 10 161 1 1 1 1 1 1 1 1 1 1 1,5
36 23 618 88 396 296 280 1 1 1 1 1 1 1 1,2
77 213 7 8 29 555 4 96 172 153 10 420 35 1 1,5
58 95 10 5 1 1 1 1 1 1 1 1 1 1 1,9
9 116 4 13172 525 10 2787 1363 119 1 1 1 1 1 1,8
36 23 9 13637 117 1801 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 3 4 774 10 226 1123 1 1 1,3
199 15 104 29 4 379 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 80 81 4 154 35 1 1,5
58 813 10 588 154 1 1 1 1 1 1 1 1 1 1,9
14 15 13638 4 49 10 390 1 1 1 1 1 1 1 1,6
109 95 10 208 35 1 1 1 1 1 1 1 1 1 1,5
148 153 10 185 106 1 1 1 1 1 1 1 1 1 1,6
36 23 155 295 9 116 1 1 1 1 1 1 1 1 1,8
40 23 176 177 144 10 5 1 1 1 1 1 1 1 1,8
117 1063 81 296 575 10 274 1 1 1 1 1 1 1 1,6
148 29 10 98 1 1 1 1 1 1 1 1 1 1 1,8
106 81 2248 4 18 1 1 1 1 1 1 1 1 1 1,5
7322 132 101 1 1 1 1 1 1 1 1 1 1 1 1,8
2 95 10 18 35 1 1 1 1 1 1 1 1 1 1,5
36 23 13639 648 1907 114 115 1 1 1 1 1 1 1 1,2
36 23 1411 1 1 1 1 1 1 1 1 1 1 1 1,1
14 15 1421 94 29 10 166 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 4 475 119 1 1 1 1 1,8
36 23 1316 5 140 316 317 1 1 1 1 1 1 1 1,0
204 1504 1505 1 1 1 1 1 1 1 1 1 1 1 1,8
7 8 23 9 4 10671 1 1 1 1 1 1 1 1 1,8
564 151 4 208 1 1 1 1 1 1 1 1 1 1 1,6
36 23 482 396 5 280 1 1 1 1 1 1 1 1 1,0
9 7 4 1495 1 1 1 1 1 1 1 1 1 1 1,8
552 1658 17 11451 612 1 1 1 1 1 1 1 1 1 1,6
109 95 10 97 98 35 1 1 1 1 1 1 1 1 1,5
40 23 58 95 117 208 1 1 1 1 1 1 1 1 1,0
36 23 376 387 388 2 1 1 1 1 1 1 1 1 1,1
7 4 365 578 1 1 1 1 1 1 1 1 1 1 1,3
14 15 148 813 10 76 1 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 9 37 10 1570 119 1 1 1 1,8
787 14 15 9 7 117 2654 1 1 1 1 1 1 1 1,8
7 23 109 95 10 1131 1 1 1 1 1 1 1 1 1,5
36 23 109 95 10 43 1 1 1 1 1 1 1 1 1,5
651 153 10 711 1 1 1 1 1 1 1 1 1 1 1,0
1572 1497 582 1973 658 1310 68 1 1 1 1 1 1 1 1,4
58 95 10 235 463 1 1 1 1 1 1 1 1 1 1,9
369 121 126 4 105 35 1 1 1 1 1 1 1 1 1,7
651 1433 10 931 6 1 1 1 1 1 1 1 1 1 1,6
36 23 34 88 396 296 280 1 1 1 1 1 1 1 1,7
7029 29 1 1 1 1 1 1 1 1 1 1 1 1 1,6
40 7089 424 425 10 5 35 1 1 1 1 1 1 1 1,6
36 23 387 388 2 95 117 309 1 1 1 1 1 1 1,1
3736 69 10674 102 103 1 1 1 1 1 1 1 1 1 1,3
14 15 1623 23 16 1 1 1 1 1 1 1 1 1 1,3
36 23 190 171 325 95 1 1 1 1 1 1 1 1 1,6
58 95 1 1 1 1 1 1 1 1 1 1 1 1 1,6
148 74 10 185 1 1 1 1 1 1 1 1 1 1 1,6
2623 132 101 1 1 1 1 1 1 1 1 1 1 1 1,8
7 8 27 28 29 1336 1337 902 10 154 35 1 1 1 1,9
171 45 10 839 1 1 1 1 1 1 1 1 1 1 1,6
40 23 2 193 117 705 1 1 1 1 1 1 1 1 1,5
14 15 29 4 148 10 255 1 1 1 1 1 1 1 1,6
14 15 29 4 55 56 10 309 1 1 1 1 1 1 1,6
875 153 10 379 612 1 1 1 1 1 1 1 1 1 1,6
74 4 493 10 34 1 1 1 1 1 1 1 1 1 1,6
8 6489 6490 1182 10 623 1 1 1 1 1 1 1 1 1,6
36 23 2968 596 85 121 1 1 1 1 1 1 1 1 1,4
77 78 28 79 7 23 9 3092 10 119 1 1 1 1 1,8
14 15 140 4 141 935 1 1 1 1 1 1 1 1 1,7
55 56 259 10 1939 1940 1 1 1 1 1 1 1 1 1,6
7 255 1 1 1 1 1 1 1 1 1 1 1 1 1,7
9 7 4 1446 1 1 1 1 1 1 1 1 1 1 1,8
122 102 1014 15 627 1711 1712 124 1713 68 1 1 1 1 1,6
106 12191 4 319 1 1 1 1 1 1 1 1 1 1 1,6
7 8 5886 4 69 6508 4 1665 641 513 73 10 1665 674 1,0
7 8 28 9 1 1 1 1 1 1 1 1 1 1 1,8
171 108 29 10 711 1 1 1 1 1 1 1 1 1 1,6
77 302 7 8 27 28 29 289 104 10 105 35 1 1 1,6
106 107 161 35 1 1 1 1 1 1 1 1 1 1 1,6
36 23 1443 95 10 18 1 1 1 1 1 1 1 1 1,6
27 28 947 534 4 242 10 251 35 1 1 1 1 1 1,6
58 13640 10 5 35 1 1 1 1 1 1 1 1 1 1,9
36 23 58 95 117 5 1 1 1 1 1 1 1 1 1,9
96 172 10 953 1 1 1 1 1 1 1 1 1 1 1,0
36 23 1804 6838 578 296 16 7 1 1 1 1 1 1 1,0
151 162 148 148 10 5 1 1 1 1 1 1 1 1 1,6
36 23 420 171 325 296 83 703 95 1 1 1 1 1 1,6
1151 28 114 35 664 1 1 1 1 1 1 1 1 1 1,7
36 23 100 98 85 7 1 1 1 1 1 1 1 1 1,4
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
564 151 1874 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 471 224 4 43 1 1 1 1 1 1 1 1 1,5
36 23 1387 5145 95 10 185 1 1 1 1 1 1 1 1,5
9 7 119 2629 1 1 1 1 1 1 1 1 1 1 1,8
77 349 28 79 27 28 29 96 172 10 35 1 1 1 1,0
77 213 9 7 4 248 1596 119 4 216 217 1 1 1 1,8
36 23 333 334 10 161 1 1 1 1 1 1 1 1 1,6
14 15 2 3 10 1677 1 1 1 1 1 1 1 1 1,6
1143 132 101 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 5 16 296 365 348 7 1 1 1 1 1 1 1,5
36 23 1423 672 4 5405 1 1 1 1 1 1 1 1 1,4
7 8 29 4 244 243 10 98 1 1 1 1 1 1 1,1
14 15 148 29 10 13641 1 1 1 1 1 1 1 1 1,6
106 81 2248 4 1106 1 1 1 1 1 1 1 1 1 1,5
36 23 702 5 140 715 1 1 1 1 1 1 1 1 1,0
14 15 100 55 29 10 1 1 1 1 1 1 1 1 1,9
140 4 76 319 7 1 1 1 1 1 1 1 1 1 1,8
29 4 151 230 10 161 1 1 1 1 1 1 1 1 1,6
14 15 49 29 10 120 98 1 1 1 1 1 1 1 1,6
36 23 3210 1278 13642 715 1 1 1 1 1 1 1 1 1,8
77 302 7 8 27 28 80 81 4 420 1 1 1 1 1,5
109 193 10 10829 1 1 1 1 1 1 1 1 1 1 1,5
7 8 29 4 1028 243 10 5 1 1 1 1 1 1 1,1
77 349 28 79 7 23 9 117 520 294 1 1 1 1 1,8
36 23 464 56 95 10 2675 1 1 1 1 1 1 1 1,6
77 302 7 8 9 117 1041 294 4 384 216 217 1 1 1,8
171 3824 10 286 1123 1 1 1 1 1 1 1 1 1 1,5
36 23 376 289 104 95 1 1 1 1 1 1 1 1 1,6
27 28 29 96 45 10 34 1 1 1 1 1 1 1 1,7
77 349 28 79 7 23 9 37 10 4678 351 119 1 1 1,8
36 23 327 178 117 100 98 1 1 1 1 1 1 1 1,1
14 15 109 95 10 154 1 1 1 1 1 1 1 1 1,5
9 7 4 9128 1 1 1 1 1 1 1 1 1 1 1,8
77 302 7 8 9 37 117 2167 119 1 1 1 1 1 1,8
7 2324 5 1 1 1 1 1 1 1 1 1 1 1 1,0
9201 1497 1187 115 1 1 1 1 1 1 1 1 1 1 1,3
661 153 4 18 35 1 1 1 1 1 1 1 1 1 1,0
564 565 10 154 1 1 1 1 1 1 1 1 1 1 1,6
7 23 204 2778 306 1 1 1 1 1 1 1 1 1 1,3
2500 45 1 1 1 1 1 1 1 1 1 1 1 1 1,6
12827 1091 4 859 1 1 1 1 1 1 1 1 1 1 1,6
14 15 148 29 4 127 1 1 1 1 1 1 1 1 1,6
77 349 28 1359 7 23 9 10 4586 382 10 1596 119 1 1,8
36 23 5 88 396 296 140 1 1 1 1 1 1 1 1,5
14 15 3393 121 10 13643 1 1 1 1 1 1 1 1 1,4
117 1298 81 10 5 1 1 1 1 1 1 1 1 1 1,0
7 8 23 27 28 29 263 10 46 1 1 1 1 1 1,6
274 151 236 95 1 1 1 1 1 1 1 1 1 1 1,6
2 566 10 154 35 1 1 1 1 1 1 1 1 1 1,1
1411 1 1 1 1 1 1 1 1 1 1 1 1 1 1,6
14 15 23 163 813 10 34 1 1 1 1 1 1 1 1,6
151 3551 10 82 1 1 1 1 1 1 1 1 1 1 1,6
5 2 1635 95 1 1 1 1 1 1 1 1 1 1 1,1
77 78 28 79 7 23 27 28 29 289 104 10 100 98 35 ,6
9 519 117 119 4 216 217 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 27 28 29 152 10 3290 1 1 1,6
36 23 151 236 95 10 1183 151 1 1 1 1 1 1 1,6
304 7926 1 1 1 1 1 1 1 1 1 1 1 1 1,0
77 302 7 8 117 516 4 978 294 4 384 216 217 1 1,8
7 8 29 83 108 493 1 1 1 1 1 1 1 1 1,6
9 7 4 13644 13645 1 1 1 1 1 1 1 1 1 1,8
508 29 10 154 6 1 1 1 1 1 1 1 1 1 1,6
9 7 4 1999 1 1 1 1 1 1 1 1 1 1 1,8
29 4 229 10 569 261 1 1 1 1 1 1 1 1 1,6
14 15 77 4890 218 153 10 249 384 1 1 1 1 1 1,3
7 8 28 280 4 1287 1 1 1 1 1 1 1 1 1,0
7 4 9 4 2654 1 1 1 1 1 1 1 1 1 1,8
1203 15 2079 68 1 1 1 1 1 1 1 1 1 1 1,6
74 4 92 93 94 10 34 1 1 1 1 1 1 1 1,6
1653 132 2638 68 1861 15 1 1 1 1 1 1 1 1 1,2
36 23 13646 548 85 121 1 1 1 1 1 1 1 1 1,4
366 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 1421 94 29 10 390 1 1 1 1 1 1 1 1,6
171 325 4 420 1 1 1 1 1 1 1 1 1 1 1,6
40 23 1139 12910 185 96 1 1 1 1 1 1 1 1 1,6
77 302 7 8 9 7 117 7081 1648 216 217 384 1 1 1,8
14 15 783 633 115 1014 9616 2210 1 1 1 1 1 1 1,6
58 95 117 588 4 34 35 1 1 1 1 1 1 1 1,9
77 213 7 8 29 555 4 96 172 153 10 190 35 1 1,6
226 153 10 173 171 106 1 1 1 1 1 1 1 1 1,6
464 56 29 10 223 35 1 1 1 1 1 1 1 1 1,6
7 8 28 280 4 931 1 1 1 1 1 1 1 1 1,0
3262 3764 132 2748 4974 582 4019 1 1 1 1 1 1 1 1,3
1013 15 4569 196 720 68 1 1 1 1 1 1 1 1 1,6
14 15 16 218 7 1 1 1 1 1 1 1 1 1 1,0
324 325 148 153 10 98 35 1 1 1 1 1 1 1 1,6
14 15 88 224 4 150 1 1 1 1 1 1 1 1 1,6
495 102 3238 1890 432 1 1 1 1 1 1 1 1 1 1,0
9 7 119 1729 1 1 1 1 1 1 1 1 1 1 1,8
7 8 9 10 667 1 1 1 1 1 1 1 1 1 1,8
36 23 5 1292 7 1 1 1 1 1 1 1 1 1 1,0
122 63 3112 15 776 449 1542 363 1769 68 1 1 1 1 1,6
7 8 9 10 1174 1 1 1 1 1 1 1 1 1 1,5
7 117 717 13647 1 1 1 1 1 1 1 1 1 1 1,3
148 29 10 5 1 1 1 1 1 1 1 1 1 1 1,8
7 8 88 224 4 931 1 1 1 1 1 1 1 1 1,0
14 15 804 511 4 13648 1 1 1 1 1 1 1 1 1,4
27 28 29 9382 10 670 1 1 1 1 1 1 1 1 1,6
661 153 10 853 1 1 1 1 1 1 1 1 1 1 1,0
77 302 7 8 23 9 1 1 1 1 1 1 1 1 1,8
36 23 289 104 95 117 274 1 1 1 1 1 1 1 1,6
14 15 29 4 55 56 10 235 1 1 1 1 1 1 1,6
14 15 16 17 773 1644 1 1 1 1 1 1 1 1 1,3
77 78 9 7 8754 3375 1904 511 299 608 400 961 2009 1 1,8
77 78 28 79 7 23 9 519 117 1596 119 4 216 217 1,8
235 2828 331 29 10 5 35 1 1 1 1 1 1 1 1,6
27 28 80 81 4 86 1 1 1 1 1 1 1 1 1,1
58 29 10 5 35 1 1 1 1 1 1 1 1 1 1,9
36 23 3842 13649 156 1801 114 115 1 1 1 1 1 1 1,2
36 23 9 37 4763 39 1 1 1 1 1 1 1 1 1,8
495 102 1014 15 13650 132 3585 1 1 1 1 1 1 1 1,6
36 23 825 95 10 420 1 1 1 1 1 1 1 1 1,6
36 23 213 117 641 10838 1126 1 1 1 1 1 1 1 1,3
2 193 10 1066 1 1 1 1 1 1 1 1 1 1 1,1
4133 15 999 102 103 1 1 1 1 1 1 1 1 1 1,8
7 23 106 81 153 10 5 35 1 1 1 1 1 1 1,8
1062 2 296 109 54 117 1063 81 10 154 35 1 1 1 1,1
543 4 531 1 1 1 1 1 1 1 1 1 1 1 1,7
96 45 153 10 376 1 1 1 1 1 1 1 1 1 1,6
2833 86 661 153 1 1 1 1 1 1 1 1 1 1 1,6
77 302 7 8 245 74 10 5 35 1 1 1 1 1 1,6
36 23 2666 4 33 95 10 420 225 1 1 1 1 1 1,6
36 23 4851 588 4 385 1 1 1 1 1 1 1 1 1,0
77 213 7 8 29 555 4 326 756 74 1781 35 1 1 1,6
77 78 28 79 7 23 9 4 248 922 119 1 1 1 1,8
36 23 171 56 29 10 161 1 1 1 1 1 1 1 1,6
151 162 148 153 10 5 1 1 1 1 1 1 1 1 1,6
106 107 10 223 35 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 29 245 74 10 35 1 1,8
36 23 5 344 2 95 1 1 1 1 1 1 1 1 1,0
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
2 193 10 256 35 1 1 1 1 1 1 1 1 1 1,2
77 78 28 79 7 23 9 4 248 119 1 1 1 1 1,8
1057 5976 148 10 18 35 1 1 1 1 1 1 1 1 1,5
36 23 2 95 117 548 1 1 1 1 1 1 1 1 1,5
36 23 29 464 56 10 410 1 1 1 1 1 1 1 1,6
7 8 48 243 4 1398 243 10 901 1 1 1 1 1 1,5
7 8 9 4 11360 1 1 1 1 1 1 1 1 1 1,6
36 192 178 17 1848 1 1 1 1 1 1 1 1 1 1,1
14 15 29 4 96 45 10 379 1 1 1 1 1 1 1,5
14 15 29 148 153 10 711 106 1 1 1 1 1 1 1,6
9 7 119 4066 1 1 1 1 1 1 1 1 1 1 1,8
439 54 15 9 7 119 4066 525 7278 1 1 1 1 1 1,8
14 15 148 29 10 98 1 1 1 1 1 1 1 1 1,6
77 349 28 1359 2875 23 9 519 1 1 1 1 1 1 1,8
36 23 88 396 296 280 1 1 1 1 1 1 1 1 1,7
36 23 713 946 1 1 1 1 1 1 1 1 1 1 1,0
36 23 493 95 10 3709 1 1 1 1 1 1 1 1 1,5
661 29 126 4 1106 35 1 1 1 1 1 1 1 1 1,6
14 15 167 121 4 235 10 458 1 1 1 1 1 1 1,4
29 4 151 438 152 10 208 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 4 248 767 119 1 1 1 1,8
7 8 58 29 4 5 1 1 1 1 1 1 1 1 1,2
77 78 28 79 23 9 7 4 340 119 1 1 1 1 1,8
77 349 28 79 7 23 27 28 29 301 325 10 223 1 1,6
77 78 28 79 7 23 27 28 80 81 4 12177 1 1 1,5
36 23 55 56 95 10 18 1 1 1 1 1 1 1 1,5
96 45 153 10 7220 1 1 1 1 1 1 1 1 1 1,6
33 153 10 185 1 1 1 1 1 1 1 1 1 1 1,6
701 236 10 5 1 1 1 1 1 1 1 1 1 1 1,6
309 1432 178 1 1 1 1 1 1 1 1 1 1 1 1,1
40 23 85 121 4 82 1 1 1 1 1 1 1 1 1,4
101 102 103 1 1 1 1 1 1 1 1 1 1 1 1,8
40 23 2 193 17 34 1 1 1 1 1 1 1 1 1,1
7 8 27 28 29 245 33 10 142 1 1 1 1 1 1,6
74 4 83 186 1 1 1 1 1 1 1 1 1 1 1,6
81 4 161 1 1 1 1 1 1 1 1 1 1 1 1,5
77 349 28 79 7 23 29 4 96 296 171 172 1 1 1,6
77 403 36 23 9 7 1 1 1 1 1 1 1 1 1,8
36 23 773 774 715 23 415 106 1 1 1 1 1 1 1,5
36 23 29 4 49 10 569 261 1 1 1 1 1 1 1,6
661 153 10 309 35 1 1 1 1 1 1 1 1 1 1,6
178 742 226 3726 117 704 81 1 1 1 1 1 1 1 1,5
36 23 9 116 117 1984 119 1 1 1 1 1 1 1 1,8
821 1210 102 103 1 1 1 1 1 1 1 1 1 1 1,3
14 15 148 29 10 7780 1 1 1 1 1 1 1 1 1,6
148 29 10 43 1 1 1 1 1 1 1 1 1 1 1,6
3454 2802 1131 1 1 1 1 1 1 1 1 1 1 1 1,7
1975 132 1069 448 450 1 1 1 1 1 1 1 1 1 1,6
733 582 1070 974 68 1 1 1 1 1 1 1 1 1 1,3
36 23 109 95 10 208 1 1 1 1 1 1 1 1 1,6
77 302 7 8 152 74 10 1131 35 1 1 1 1 1 1,6
27 28 1040 564 375 1 1 1 1 1 1 1 1 1 1,6
14 15 1623 23 6 1 1 1 1 1 1 1 1 1 1,0
7 8 9 10 1174 1 1 1 1 1 1 1 1 1 1,8
7 8 2 1863 4 223 1 1 1 1 1 1 1 1 1,1
96 45 153 10 1 1 1 1 1 1 1 1 1 1 1,0
7636 15 117 29 4 661 10 154 1 1 1 1 1 1 1,6
40 23 309 88 396 117 1326 119 1 1 1 1 1 1 1,5
61 102 1014 15 60 1937 917 1 1 1 1 1 1 1 1,1
27 28 29 289 10 379 35 1 1 1 1 1 1 1 1,6
106 81 1 1 1 1 1 1 1 1 1 1 1 1 1,1
106 13651 4 4654 1131 1 1 1 1 1 1 1 1 1 1,6
439 14 15 29 4 171 325 10 420 1 1 1 1 1 1,6
27 28 29 289 10 105 282 35 1 1 1 1 1 1 1,6
564 565 33 10 154 35 1 1 1 1 1 1 1 1 1,6
14 15 245 29 10 420 1 1 1 1 1 1 1 1 1,6
1014 3237 363 916 68 1 1 1 1 1 1 1 1 1 1,4
36 23 984 396 408 280 1 1 1 1 1 1 1 1 1,0
